Datetime,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,Total_Load,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows
2017-04-23 08:00:00,21223.33692,10869.65377,12066.90909,44159.89978,13.76,88.2,0.083,170.4,154.4
2017-04-23 08:10:00,21905.3606,11305.90631,12596.36364,45807.63055,14.03,88.3,0.084,256.8,237.5
2017-04-23 08:20:00,22475.78041,11793.48269,12869.81818,47139.08128,14.37,88.1,0.088,315.4,295.1
2017-04-23 08:30:00,23126.80301,12182.07739,13300.36364,48609.244040000005,14.7,87.7,0.088,341.7,319.2
2017-04-23 08:40:00,23393.41227,12464.35845,13678.54545,49536.31617,15.08,87.5,0.086,374.2,364.9
2017-04-23 08:50:00,23728.2239,12819.95927,14033.45455,50581.637720000006,15.52,86.8,0.087,398.5,299.5
2017-04-23 09:00:00,24404.04736,13054.58248,14434.90909,51893.53893,15.87,85.9,0.086,457.6,230.4
2017-04-23 09:10:00,25160.47363,13318.5336,14807.27273,53286.27996,16.21,84.4,0.082,413.0,190.9
2017-04-23 09:20:00,25817.69645,13659.47047,15179.63636,54656.80328000001,16.51,82.8,0.086,287.4,159.1
2017-04-23 09:30:00,26226.91066,14312.01629,15581.09091,56120.01786,16.8,81.6,0.085,382.2,159.8
2017-04-23 09:40:00,27014.338,14561.30346,16058.18182,57633.82328,17.11,80.1,0.084,428.7,143.0
2017-04-23 09:50:00,27783.16469,14931.56823,16465.45455,59180.187470000004,17.49,79.3,0.087,541.8,131.3
2017-04-23 10:00:00,28471.38859,14935.23422,16593.45455,60000.077359999996,17.78,76.9,0.087,557.8,121.6
2017-04-23 10:10:00,29190.61356,15290.83503,16884.36364,61365.812229999996,18.28,75.0,0.087,615.3,113.9
2017-04-23 10:20:00,29519.22497,15683.09572,17093.81818,62296.138869999995,19.04,69.64,0.089,675.2,124.4
2017-04-23 10:30:00,30046.24327,15738.08554,17245.09091,63029.41972,19.66,65.64,0.09,599.8,122.4
2017-04-23 10:40:00,30746.8676,15939.71487,17396.36364,64082.946110000004,19.93,62.74,0.087,648.0,133.7
2017-04-23 10:50:00,31025.87729,16306.31365,17611.63636,64943.827300000004,20.11,60.7,0.087,640.0,141.4
2017-04-23 11:00:00,31360.68891,16254.98982,17914.18182,65529.86055,20.47,60.07,0.09,732.0,168.6
2017-04-23 11:10:00,31608.69752,16427.29124,18123.63636,66159.62512,20.67,59.54,0.087,628.8,160.8
2017-04-23 11:20:00,31844.30571,16493.27902,18496.0,66833.58473,21.07,57.53,0.085,688.3,158.1
2017-04-23 11:30:00,32079.91389,16636.25255,18577.45455,67293.62099,21.64,56.33,0.085,781.0,199.5
2017-04-23 11:40:00,32805.33907,16903.86965,18752.0,68461.20872,22.27,53.29,0.084,690.4,226.5
2017-04-23 11:50:00,32724.73628,16845.21385,18810.18182,68380.13195,22.48,51.22,0.084,819.0,194.7
2017-04-23 12:00:00,32644.13348,16892.87169,18949.81818,68486.82335,22.93,50.16,0.08,859.0,176.8
2017-04-23 12:10:00,33003.74596,17112.83096,19019.63636,69136.21328,23.29,49.62,0.088,734.0,236.3
2017-04-23 12:20:00,33505.9634,17230.14257,19194.18182,69930.28779,23.23,47.82,0.087,753.0,291.2
2017-04-23 12:30:00,33350.95802,17310.7943,19200.0,69861.75232,23.3,47.15,0.086,703.0,305.2
2017-04-23 12:40:00,33369.55867,17215.47862,19298.90909,69883.94638000001,23.21,46.32,0.088,599.6,336.9
2017-04-23 12:50:00,33133.95048,17292.46436,19357.09091,69783.50575,23.02,49.19,0.086,544.6,353.6
2017-04-23 13:00:00,33109.14962,17288.79837,19357.09091,69755.0389,21.81,59.83,0.073,664.9,339.5
2017-04-23 13:10:00,33264.15501,17453.76782,19368.72727,70086.6501,20.8,61.53,0.075,816.0,326.1
2017-04-23 13:20:00,33146.35091,17413.44196,19310.54545,69870.33832000001,20.37,63.8,0.074,623.2,338.0
2017-04-23 13:30:00,33189.75242,17479.42974,19287.27273,69956.45489,20.31,64.37,0.074,596.8,352.9
2017-04-23 13:40:00,32997.54575,17446.43585,19211.63636,69655.61796,20.22,64.63,0.075,495.4,340.5
2017-04-23 13:50:00,32792.93864,17211.81263,19229.09091,69233.84218,20.51,64.83,0.072,641.7,377.3
2017-04-23 14:00:00,32538.72982,17101.83299,19217.45455,68858.01736,20.69,64.27,0.072,622.8,361.7
2017-04-23 14:10:00,32377.52422,17046.84318,19118.54545,68542.91285000001,20.62,64.5,0.073,450.8,331.5
2017-04-23 14:20:00,32228.71905,17123.82892,18944.0,68296.54797,20.63,64.4,0.074,563.0,364.0
2017-04-23 14:30:00,32241.11948,16984.52138,18850.90909,68076.54995,20.99,64.43,0.078,448.2,329.8
2017-04-23 14:40:00,32321.72228,17079.83707,19008.0,68409.55935,20.98,62.9,0.073,288.1,241.1
2017-04-23 14:50:00,32086.1141,17116.49695,19194.18182,68396.79287,20.79,62.73,0.071,253.8,207.7
2017-04-23 15:00:00,31776.10334,17076.17108,19269.81818,68122.0926,20.88,63.0,0.083,225.2,191.4
2017-04-23 15:10:00,31645.89882,16874.54175,19234.90909,67755.34966,21.41,60.86,0.09,212.0,180.7
2017-04-23 15:20:00,31800.9042,16786.55804,18938.18182,67525.64406,21.63,56.62,0.088,379.1,321.6
2017-04-23 15:30:00,31800.9042,16592.26069,18734.54545,67127.71034,21.64,55.89,0.086,425.9,346.7
2017-04-23 15:40:00,31683.10011,16500.611,18635.63636,66819.34747000001,21.77,54.89,0.089,718.0,336.6
2017-04-23 15:50:00,31211.88375,16339.30754,18565.81818,66117.00947,22.05,53.75,0.086,444.9,253.3
2017-04-23 16:00:00,30889.47255,16254.98982,18618.18182,65762.64419,21.81,53.95,0.085,232.4,192.4
2017-04-23 16:10:00,30604.26265,16251.32383,18530.90909,65386.49557,21.55,53.79,0.086,181.3,151.0
2017-04-23 16:20:00,30877.07212,15987.37271,18420.36364,65284.80847,21.51,53.45,0.091,149.3,124.3
2017-04-23 16:30:00,30647.66416,15892.05703,18274.90909,64814.63028,21.46,53.05,0.085,199.5,163.9
2017-04-23 16:40:00,30734.46717,15873.72709,18257.45455,64865.64881,21.33,53.05,0.09,200.7,170.5
2017-04-23 16:50:00,30815.06997,15859.06314,18100.36364,64774.496750000006,21.22,52.25,0.086,202.8,168.1
2017-04-23 17:00:00,30629.06351,15837.06721,18106.18182,64572.31254,21.29,50.85,0.089,220.1,182.1
2017-04-23 17:10:00,30641.46394,15844.39919,18053.81818,64539.68131,21.17,51.72,0.087,177.7,145.7
2017-04-23 17:20:00,30802.66954,15782.07739,17902.54545,64487.29238,21.14,52.05,0.086,195.2,163.4
2017-04-23 17:30:00,30790.26911,15760.08147,17966.54545,64516.89603,21.13,52.02,0.086,232.5,196.5
2017-04-23 17:40:00,31280.08611,15914.05295,18094.54545,65288.68451000001,21.07,52.29,0.088,238.8,209.6
2017-04-23 17:50:00,31534.29494,16101.01833,18251.63636,65886.94963,21.0,53.32,0.084,181.2,158.4
2017-04-23 18:00:00,31707.90097,16112.01629,18286.54545,66106.46271,20.76,53.35,0.086,154.7,134.3
2017-04-23 18:10:00,32024.11195,16313.64562,18333.09091,66670.84848,20.71,54.25,0.088,146.7,124.0
2017-04-23 18:20:00,32699.93541,16485.94705,18728.72727,67914.60973,20.47,56.19,0.089,80.0,69.5
2017-04-23 18:30:00,33251.75457,16951.52749,19444.36364,69647.6457,19.97,60.13,0.086,79.5,66.7
2017-04-23 18:40:00,33983.37998,17090.83503,20794.18182,71868.39683,19.69,61.66,0.082,83.2,68.28
2017-04-23 18:50:00,35242.02368,17659.06314,22621.09091,75522.17773,19.49,62.56,0.085,58.82,50.43
2017-04-23 19:00:00,37467.90097,18718.5336,24960.0,81146.43457,18.94,63.36,0.082,59.8,51.29
2017-04-23 19:10:00,40741.61464,20401.222,26368.0,87510.83664,18.74,63.53,0.084,33.09,28.38
2017-04-23 19:20:00,41857.65339,20987.78004,26885.81818,89731.25161,18.6,63.9,0.084,25.09,20.7
2017-04-23 19:30:00,42192.46502,21259.06314,27141.81818,90593.34634,18.37,64.5,0.082,25.3,21.33
2017-04-23 19:40:00,42254.46717,21662.32179,27200.0,91116.78896,18.25,64.83,0.084,7.32,6.28
2017-04-23 19:50:00,42068.46071,21607.33198,27176.72727,90852.51996,18.16,65.6,0.084,2.601,2.22
2017-04-23 20:00:00,42149.06351,21475.35642,27182.54545,90806.96538000001,18.02,66.3,0.086,0.973,0.782
2017-04-23 20:10:00,42167.66416,21482.68839,27188.36364,90838.71618999999,17.86,67.5,0.082,0.333,0.3
2017-04-23 20:20:00,42111.86222,21453.36049,27077.81818,90643.04089,17.7,68.8,0.082,0.037,0.119
2017-04-23 20:30:00,41956.85684,21431.36456,27031.27273,90419.49413,17.45,69.84,0.087,0.033,0.148
2017-04-23 20:40:00,42180.06459,21739.30754,27223.27273,91142.64486,17.34,69.6,0.088,0.022,0.152
2017-04-23 20:50:00,42725.68353,21937.27088,27822.54545,92485.49986000001,17.27,69.9,0.083,0.026,0.093
2017-04-23 21:00:00,42502.47578,22190.22403,27828.36364,92521.06345,17.17,69.97,0.082,0.037,0.133
2017-04-23 21:10:00,42607.87944,22494.50102,27694.54545,92796.92591,17.13,69.77,0.086,0.018,0.108
2017-04-23 21:20:00,42304.06889,22476.17108,27275.63636,92055.87633,17.04,69.77,0.085,0.051,0.082
2017-04-23 21:30:00,41671.64693,22443.17719,27136.0,91250.82412,17.02,69.2,0.084,0.037,0.104
2017-04-23 21:40:00,41287.23358,22234.21589,26891.63636,90413.08583,16.93,69.67,0.087,0.055,0.108
2017-04-23 21:50:00,40766.4155,21885.94705,26647.27273,89299.63528,16.8,70.6,0.081,0.022,0.145
2017-04-23 22:00:00,40326.20022,21713.64562,26466.90909,88506.75493,16.67,71.3,0.085,0.04,0.093
2017-04-23 22:10:00,39563.57374,21365.37678,25972.36364,86901.31416,16.71,71.4,0.083,0.015,0.126
2017-04-23 22:20:00,38745.14532,20870.46843,25024.0,84639.61375,16.8,71.1,0.081,0.044,0.137
2017-04-23 22:30:00,37269.49408,20624.84725,24471.27273,82365.61405999999,16.84,71.2,0.082,0.029,0.126
2017-04-23 22:40:00,36246.45856,19931.97556,24093.09091,80271.52502999999,16.75,70.4,0.078,0.007,0.13
2017-04-23 22:50:00,35099.41873,19334.41955,23383.27273,77817.11101,16.56,71.7,0.082,0.037,0.07
2017-04-23 23:00:00,33772.57266,18663.54379,22237.09091,74673.20736,16.4,73.6,0.081,0.033,0.126
2017-04-23 23:10:00,32842.54037,18087.98371,21765.81818,72696.34226,16.3,75.0,0.081,0.04,0.1
2017-04-23 23:20:00,32030.31216,17560.08147,21201.45455,70791.84818,16.25,75.2,0.085,0.015,0.126
2017-04-23 23:30:00,30994.87621,17116.49695,20514.90909,68626.28225,16.19,75.1,0.081,0.018,0.141
2017-04-23 23:40:00,30033.84284,16551.93483,19636.36364,66222.14130999999,16.25,74.3,0.081,0.033,0.078
2017-04-23 23:50:00,29382.82024,16060.69246,19368.72727,64812.239969999995,16.27,72.8,0.077,0.033,0.119
2017-04-24 00:00:00,28849.60172,15639.10387,19042.90909,63531.61468,16.23,71.6,0.082,0.037,0.145
2017-04-24 00:10:00,28161.37783,15239.5112,18554.18182,61955.070850000004,16.1,73.2,0.079,0.029,0.13
2017-04-24 00:20:00,27590.95802,14927.90224,18181.81818,60700.67844,15.96,74.0,0.08,0.029,0.141
2017-04-24 00:30:00,27008.13778,14480.65173,17821.09091,59309.88042,15.92,74.0,0.081,0.015,0.152
2017-04-24 00:40:00,26443.91819,14055.39715,17437.09091,57936.40625,15.85,73.8,0.078,0.033,0.133
2017-04-24 00:50:00,25718.493,14000.40733,17198.54545,56917.445779999995,15.81,73.7,0.085,0.04,0.193
2017-04-24 01:00:00,25309.27879,13622.81059,16861.09091,55793.18029,15.61,74.7,0.077,0.022,0.133
2017-04-24 01:10:00,25104.67169,13575.15275,16552.72727,55232.55171,15.51,75.2,0.08,0.022,0.167
2017-04-24 01:20:00,24689.25727,13450.50916,16308.36364,54448.13007,15.38,76.4,0.081,0.04,0.148
2017-04-24 01:30:00,24360.64586,13219.55193,16081.45455,53661.65234,15.35,77.0,0.081,0.029,0.193
2017-04-24 01:40:00,24174.6394,13160.89613,15965.09091,53300.62644,15.3,77.4,0.083,0.026,0.133
2017-04-24 01:50:00,24038.23466,13113.23829,15854.54545,53006.01839999999,15.34,77.4,0.082,0.029,0.085
2017-04-24 02:00:00,23759.22497,12885.94705,15598.54545,52243.717469999996,15.27,77.5,0.084,0.026,0.108
2017-04-24 02:10:00,23697.22282,12812.62729,15534.54545,52044.39556,15.24,77.9,0.083,0.018,0.104
2017-04-24 02:20:00,23709.62325,12669.65377,15441.45455,51820.73157,15.31,78.0,0.079,0.022,0.133
2017-04-24 02:30:00,23529.81701,12548.67617,15435.63636,51514.129539999994,15.28,78.2,0.083,0.04,0.119
2017-04-24 02:40:00,23523.61679,12614.66395,15371.63636,51509.917100000006,15.22,78.5,0.081,0.026,0.133
2017-04-24 02:50:00,23678.62217,12559.67413,15406.54545,51644.84175,15.16,78.8,0.08,0.044,0.156
2017-04-24 03:00:00,23771.6254,12610.99796,15424.0,51806.62336,15.21,78.8,0.081,0.022,0.145
2017-04-24 03:10:00,23691.0226,12662.32179,15453.09091,51806.4353,15.21,78.7,0.083,0.026,0.096
2017-04-24 03:20:00,23529.81701,12676.98574,15435.63636,51642.43911000001,15.07,79.4,0.083,0.018,0.137
2017-04-24 03:30:00,23684.82239,12698.98167,15435.63636,51819.44042,15.1,79.4,0.083,0.055,0.137
2017-04-24 03:40:00,23660.02153,12849.28717,15435.63636,51944.94506,15.11,79.1,0.083,0.022,0.182
2017-04-24 03:50:00,23932.831,12845.62118,15872.0,52650.45218,15.02,79.3,0.081,0.044,0.119
2017-04-24 04:00:00,24850.46286,13230.5499,16180.36364,54261.376399999994,14.78,80.1,0.079,0.033,0.141
2017-04-24 04:10:00,24813.26157,13281.87373,15610.18182,53705.31711999999,14.7,80.5,0.081,0.022,0.145
2017-04-24 04:20:00,24193.24004,13028.92057,15377.45455,52599.61516,14.58,80.9,0.081,0.015,0.171
2017-04-24 04:30:00,23852.2282,12775.96741,15197.09091,51825.28652,14.61,81.0,0.083,0.033,0.13
2017-04-24 04:40:00,23728.2239,12764.96945,15214.54545,51707.7388,14.75,80.6,0.083,0.029,0.193
2017-04-24 04:50:00,23232.20667,12757.63747,15010.90909,51000.75323,14.86,80.0,0.08,0.022,0.13
2017-04-24 05:00:00,22686.58773,12229.73523,14987.63636,49903.959319999994,15.0,79.5,0.082,0.033,0.111
2017-04-24 05:10:00,21998.36383,11573.52342,14661.81818,48233.70543,14.96,78.9,0.081,0.004,0.133
2017-04-24 05:20:00,21260.53821,11536.86354,13893.81818,46691.21993,14.95,78.9,0.081,0.029,0.13
2017-04-24 05:30:00,20925.72659,11522.19959,12677.81818,45125.74436,14.87,79.3,0.081,0.029,0.108
2017-04-24 05:40:00,20807.9225,11558.85947,11898.18182,44264.96379,14.68,80.1,0.084,0.044,0.119
2017-04-24 05:50:00,21341.14101,12006.10998,11531.63636,44878.887350000005,14.58,80.6,0.08,0.018,0.204
2017-04-24 06:00:00,22072.76642,12567.00611,11485.09091,46124.86344,14.71,80.8,0.082,0.022,0.156
2017-04-24 06:10:00,22785.79117,13039.91853,11549.09091,47374.80061,14.59,80.5,0.085,0.037,0.163
2017-04-24 06:20:00,23405.8127,13358.85947,11776.0,48540.67217,14.5,80.8,0.084,0.487,0.508
2017-04-24 06:30:00,23598.01938,13798.778,11741.09091,49137.88829,14.46,81.0,0.083,1.844,1.575
2017-04-24 06:40:00,23548.41765,13611.81263,11723.63636,48883.86664000001,14.44,81.0,0.083,7.65,6.465
2017-04-24 06:50:00,23765.42519,13802.44399,11723.63636,49291.50554,14.4,81.0,0.085,18.31,15.32
2017-04-24 07:00:00,24348.24543,14169.04277,11892.36364,50409.65183999999,14.49,80.7,0.08,34.02,28.79
2017-04-24 07:10:00,25420.88267,14718.94094,11938.90909,52078.7327,14.45,80.8,0.079,40.0,33.47
2017-04-24 07:20:00,25693.69214,15356.82281,12130.90909,53181.42404,14.43,81.0,0.081,57.77,48.33
2017-04-24 07:30:00,26313.71367,15492.46436,12317.09091,54123.26894,14.5,81.1,0.08,55.2,47.02
2017-04-24 07:40:00,26512.12056,15701.42566,12381.09091,54594.63713,14.64,80.8,0.08,72.2,61.75
2017-04-24 07:50:00,26921.33477,15683.09572,12619.63636,55224.06685,14.72,80.2,0.081,117.2,99.4
2017-04-24 08:00:00,27125.94187,16276.98574,12869.81818,56272.74579,14.84,80.0,0.08,184.6,164.5
2017-04-24 08:10:00,26419.11733,18032.99389,13090.90909,57543.02031000001,15.12,79.7,0.083,281.6,258.9
2017-04-24 08:20:00,26084.30571,18821.18126,13201.45455,58106.94152,15.46,78.8,0.083,311.6,289.1
2017-04-24 08:30:00,26499.72013,19048.47251,13707.63636,59255.829,15.84,77.7,0.082,351.8,321.4
2017-04-24 08:40:00,26946.13563,19136.45621,13946.18182,60028.77366,16.31,76.4,0.08,469.0,416.4
2017-04-24 08:50:00,27088.74058,19697.35234,14103.27273,60889.36565000001,16.82,73.6,0.083,477.9,387.5
2017-04-24 09:00:00,27528.95587,19697.35234,14254.54545,61480.85366,17.06,71.0,0.081,319.9,215.8
2017-04-24 09:10:00,28043.57374,20093.27902,14708.36364,62845.216400000005,17.46,69.94,0.086,479.2,255.7
2017-04-24 09:20:00,28527.19053,20371.89409,14999.27273,63898.357350000006,17.65,68.21,0.087,390.4,177.1
2017-04-24 09:30:00,29054.20883,20679.83707,15127.27273,64861.318629999994,17.6,67.37,0.085,398.3,137.3
2017-04-24 09:40:00,29413.82131,20852.13849,15371.63636,65637.59616,17.83,67.11,0.083,596.2,100.4
2017-04-24 09:50:00,30188.84822,21262.72912,15581.09091,67032.66825,18.1,66.51,0.084,636.9,97.2
2017-04-24 10:00:00,30734.46717,21786.96538,15848.72727,68370.15982,18.33,64.84,0.084,616.1,93.3
2017-04-24 10:10:00,31125.08073,22358.85947,16029.09091,69513.03111,18.64,64.24,0.087,738.0,193.6
2017-04-24 10:20:00,31106.48009,22578.81874,16180.36364,69865.66247,18.75,63.03,0.088,340.7,235.9
2017-04-24 10:30:00,31540.49516,22626.47658,16488.72727,70655.69901,18.84,62.94,0.083,465.0,251.8
2017-04-24 10:40:00,31769.90312,22872.09776,16750.54545,71392.54633,18.87,63.17,0.086,289.6,224.6
2017-04-24 10:50:00,32377.52422,22985.74338,17000.72727,72363.99487,18.98,62.47,0.085,541.3,244.8
2017-04-24 11:00:00,34808.00861,21343.38086,17198.54545,73349.93492,19.22,61.2,0.088,449.0,306.6
2017-04-24 11:10:00,35397.02906,20749.49084,17506.90909,73653.42899,19.21,60.6,0.085,420.3,276.8
2017-04-24 11:20:00,35589.23574,21057.43381,17698.90909,74345.57863999999,19.55,60.07,0.086,513.7,293.5
2017-04-24 11:30:00,35719.44026,21097.75967,17815.27273,74632.47266,19.76,59.77,0.088,464.3,285.7
2017-04-24 11:40:00,36116.25404,21233.40122,18030.54545,75380.20071,19.89,59.07,0.089,580.4,317.7
2017-04-24 11:50:00,36314.66093,20852.13849,18193.45455,75360.25396999999,20.34,58.57,0.083,575.9,293.0
2017-04-24 12:00:00,36358.06243,20690.83503,18298.18182,75347.07927999999,20.71,58.03,0.086,801.0,265.8
2017-04-24 12:10:00,36147.25511,21053.76782,18274.90909,75475.93202000001,21.11,56.73,0.085,788.0,231.1
2017-04-24 12:20:00,36494.46717,21020.77393,18583.27273,76098.51383,21.52,54.96,0.087,813.0,275.6
2017-04-24 12:30:00,36184.4564,20980.44807,18315.63636,75480.54083,21.82,53.59,0.088,932.0,302.7
2017-04-24 12:40:00,35583.03552,20738.49287,18472.72727,74794.25566,21.91,51.93,0.09,594.6,353.8
2017-04-24 12:50:00,35539.63402,20848.47251,18565.81818,74953.92470999999,22.0,50.79,0.087,610.7,382.4
2017-04-24 13:00:00,34925.8127,20907.12831,18682.18182,74515.12283000001,21.92,49.89,0.087,321.7,255.3
2017-04-24 13:10:00,34932.01292,20841.14053,18583.27273,74356.42618,21.79,48.45,0.089,536.6,332.4
2017-04-24 13:20:00,34684.00431,20760.4888,18472.72727,73917.22038,21.9,47.98,0.082,464.2,345.8
2017-04-24 13:30:00,34758.40689,20624.84725,18530.90909,73914.16323,21.98,48.82,0.09,533.7,385.5
2017-04-24 13:40:00,34789.40797,20822.81059,18530.90909,74143.12765000001,21.86,49.55,0.087,571.1,342.6
2017-04-24 13:50:00,34857.61033,21185.74338,18560.0,74603.35371,22.0,49.72,0.085,517.7,375.2
2017-04-24 14:00:00,34659.20344,21295.72301,18298.18182,74253.10827,21.96,48.32,0.086,434.8,337.7
2017-04-24 14:10:00,34361.59311,21248.06517,18216.72727,73826.38555,22.16,48.15,0.089,410.6,329.4
2017-04-24 14:20:00,34045.38213,21061.0998,17989.81818,73096.30011,22.28,46.52,0.084,534.4,357.6
2017-04-24 14:30:00,33784.97309,21017.10794,17978.18182,72780.26285,22.31,45.05,0.087,613.8,303.5
2017-04-24 14:40:00,33474.96233,20962.11813,17739.63636,72176.71682,22.89,44.78,0.086,771.0,311.2
2017-04-24 14:50:00,33412.96017,20793.48269,17477.81818,71684.26104,22.98,42.91,0.09,550.7,346.5
2017-04-24 15:00:00,33127.75027,20859.47047,17501.09091,71488.31164999999,22.61,44.28,0.087,343.1,280.2
2017-04-24 15:10:00,33195.95264,20379.22607,17640.72727,71215.90598000001,22.62,44.98,0.087,461.3,258.3
2017-04-24 15:20:00,33301.3563,20577.18941,17739.63636,71618.18207,22.54,45.21,0.09,373.8,268.5
2017-04-24 15:30:00,33505.9634,20654.17515,17739.63636,71899.77491000001,22.49,45.68,0.087,495.2,200.8
2017-04-24 15:40:00,33245.55436,20056.61914,17704.72727,71006.90077000001,22.67,45.68,0.084,622.2,165.6
2017-04-24 15:50:00,33171.15178,20261.91446,17786.18182,71219.24806,22.7,46.31,0.089,637.3,135.9
2017-04-24 16:00:00,32699.93541,19734.01222,17797.81818,70231.76581,22.95,45.18,0.087,500.1,152.7
2017-04-24 16:10:00,32861.14101,19690.02037,17530.18182,70081.3432,22.87,45.08,0.088,357.3,204.8
2017-04-24 16:20:00,32836.34015,19576.37475,17576.72727,69989.44217000001,22.74,46.41,0.088,325.5,200.2
2017-04-24 16:30:00,32737.13671,19470.0611,17803.63636,70010.83417,22.51,47.38,0.088,324.4,223.7
2017-04-24 16:40:00,32606.93219,19154.78615,17914.18182,69675.90016,22.2,47.78,0.087,340.0,233.1
2017-04-24 16:50:00,32923.14316,18916.49695,17902.54545,69742.18556,22.11,48.42,0.083,312.4,233.2
2017-04-24 17:00:00,33003.74596,18597.55601,17844.36364,69445.66561,21.8,49.15,0.085,255.8,209.7
2017-04-24 17:10:00,32836.34015,18729.53157,18117.81818,69683.6899,21.63,50.22,0.084,270.7,227.0
2017-04-24 17:20:00,33028.54682,18905.49898,18274.90909,70208.95489000001,21.49,51.08,0.085,278.1,243.2
2017-04-24 17:30:00,33400.55974,19099.79633,18426.18182,70926.53788999999,21.28,51.42,0.088,214.1,182.2
2017-04-24 17:40:00,33815.97417,18905.49898,18397.09091,71118.56406,20.98,53.29,0.089,143.3,120.2
2017-04-24 17:50:00,33995.78041,19055.80448,18327.27273,71378.85762,20.59,56.39,0.085,115.5,99.6
2017-04-24 18:00:00,33989.58019,18927.49491,18466.90909,71383.98419,20.32,58.66,0.086,99.2,82.5
2017-04-24 18:10:00,34299.59096,19169.4501,18810.18182,72279.22288,20.09,59.56,0.085,114.2,95.8
2017-04-24 18:20:00,34808.00861,19400.40733,19275.63636,73484.0523,19.82,61.19,0.085,88.5,75.6
2017-04-24 18:30:00,35614.0366,19748.67617,20119.27273,75481.9855,19.59,61.63,0.082,84.5,71.3
2017-04-24 18:40:00,36779.67707,20265.58045,21242.18182,78287.43934,19.54,61.53,0.084,64.81,54.2
2017-04-24 18:50:00,37889.51561,20694.50102,23115.63636,81699.65299,19.53,60.46,0.088,55.34,46.09
2017-04-24 19:00:00,39799.18192,21896.94501,25594.18182,87290.30875,19.42,61.73,0.084,42.24,35.0
2017-04-24 19:10:00,43048.09473,23803.25866,27054.54545,93905.89884000001,19.17,63.36,0.085,30.78,26.02
2017-04-24 19:20:00,43829.32185,24543.78819,27485.09091,95858.20095,19.02,63.96,0.087,27.34,23.34
2017-04-24 19:30:00,44560.94726,24499.79633,27601.45455,96662.19814,18.88,64.7,0.087,20.71,17.75
2017-04-24 19:40:00,44653.95048,24444.80652,27700.36364,96799.12064,18.79,65.97,0.084,13.43,11.37
2017-04-24 19:50:00,44722.15285,24404.48065,27752.72727,96879.36077,18.66,66.73,0.086,7.17,6.024
2017-04-24 20:00:00,44647.75027,24254.17515,27752.72727,96654.65269,18.49,67.5,0.084,3.19,2.662
2017-04-24 20:10:00,44529.94618,24202.85132,27723.63636,96456.43386,18.38,68.67,0.082,0.432,0.423
2017-04-24 20:20:00,44232.33584,24188.18737,27618.90909,96039.4323,18.21,69.57,0.085,0.033,0.141
2017-04-24 20:30:00,44269.53714,24001.222,27729.45455,96000.21369,18.07,70.0,0.08,0.033,0.104
2017-04-24 20:40:00,43903.72443,23810.59063,27665.45455,95379.76960999999,18.0,69.97,0.077,0.011,0.145
2017-04-24 20:50:00,43575.11302,23993.89002,27653.81818,95222.82122,17.95,69.64,0.083,0.062,0.108
2017-04-24 21:00:00,43314.70398,24012.21996,27601.45455,94928.37848999999,17.91,69.34,0.085,0.04,0.115
2017-04-24 21:10:00,42886.88913,23649.28717,27549.09091,94085.26721,17.91,69.04,0.082,0.033,0.078
2017-04-24 21:20:00,42347.4704,23260.69246,27101.09091,92709.25377,17.84,69.1,0.083,0.018,0.1
2017-04-24 21:30:00,41318.23466,23073.72709,26682.18182,91074.14357,17.7,69.8,0.084,0.022,0.119
2017-04-24 21:40:00,40890.41981,22725.45825,26420.36364,90036.2417,17.56,70.7,0.081,0.037,0.082
2017-04-24 21:50:00,40282.79871,22325.86558,26123.63636,88732.30065,17.44,71.4,0.087,0.018,0.13
2017-04-24 22:00:00,39656.57696,22171.89409,26053.81818,87882.28923,17.4,71.8,0.082,0.015,0.148
2017-04-24 22:10:00,38900.1507,21779.6334,25541.81818,86221.60227999999,17.42,72.0,0.081,0.033,0.119
2017-04-24 22:20:00,37908.11625,21475.35642,24872.72727,84256.19994,17.34,72.5,0.08,0.044,0.126
2017-04-24 22:30:00,36779.67707,20958.45214,24267.63636,82005.76557,17.22,73.3,0.085,0.026,0.148
2017-04-24 22:40:00,35502.43272,20393.89002,23621.81818,79518.14091999999,17.09,74.4,0.082,0.022,0.145
2017-04-24 22:50:00,34628.20237,19935.64155,22999.27273,77563.11665,16.93,76.1,0.082,0.015,0.141
2017-04-24 23:00:00,33611.36706,19143.78819,22231.27273,74986.42798,16.74,77.3,0.085,0.037,0.122
2017-04-24 23:10:00,32904.54252,18964.15479,21504.0,73372.69731,16.63,78.1,0.077,0.018,0.163
2017-04-24 23:20:00,31881.507,18307.94297,20922.18182,71111.63179,16.47,78.9,0.081,0.022,0.137
2017-04-24 23:30:00,31149.88159,17879.0224,20462.54545,69491.44944000001,16.4,79.1,0.086,0.037,0.141
2017-04-24 23:40:00,30418.25619,17376.78208,20177.45455,67972.49282,16.51,78.6,0.082,0.033,0.141
2017-04-24 23:50:00,29624.62863,16929.53157,19444.36364,65998.52384,16.39,78.3,0.08,0.022,0.171
2017-04-25 00:00:00,28750.39828,16482.28106,18775.27273,64007.95207,16.31,78.2,0.079,0.033,0.156
2017-04-25 00:10:00,28223.37998,16148.67617,18437.81818,62809.874330000006,16.27,77.5,0.081,0.022,0.174
