Datetime,Load,Temperature,Hour,Day,Month,Season
2023-04-01 04:00:00,4248.7,6.6,4,Saturday,4,Spring
2023-04-01 05:00:00,3743.6,4.9,5,Saturday,4,Spring
2023-04-01 06:00:00,3556.1,5.4,6,Saturday,4,Spring
2023-04-01 07:00:00,3358.4,5.8,7,Saturday,4,Spring
2023-04-01 08:00:00,3345.8,5.0,8,Saturday,4,Spring
2023-04-01 09:00:00,3369.5,6.2,9,Saturday,4,Spring
2023-04-01 10:00:00,3448.5,5.9,10,Saturday,4,Spring
2023-04-01 11:00:00,3460.9,9.3,11,Saturday,4,Spring
2023-04-01 12:00:00,3600.8,4.8,12,Saturday,4,Spring
2023-04-01 13:00:00,3857.0,6.7,13,Saturday,4,Spring
2023-04-01 14:00:00,4008.9,6.9,14,Saturday,4,Spring
2023-04-01 15:00:00,4608.5,5.0,15,Saturday,4,Spring
2023-04-01 16:00:00,4513.8,7.6,16,Saturday,4,Spring
2023-04-01 17:00:00,5094.4,6.0,17,Saturday,4,Spring
2023-04-01 18:00:00,5740.5,2.8,18,Saturday,4,Spring
2023-04-01 19:00:00,5805.2,7.5,19,Saturday,4,Spring
2023-04-01 20:00:00,5953.5,4.9,20,Saturday,4,Spring
2023-04-01 21:00:00,5887.9,5.0,21,Saturday,4,Spring
2023-04-01 22:00:00,5702.5,7.6,22,Saturday,4,Spring
2023-04-01 23:00:00,5631.5,6.0,23,Saturday,4,Spring
2023-04-02 00:00:00,4821.5,7.9,0,Sunday,4,Spring
2023-04-02 01:00:00,5078.6,8.3,1,Sunday,4,Spring
2023-04-02 02:00:00,4478.1,5.5,2,Sunday,4,Spring
2023-04-02 03:00:00,4348.5,7.7,3,Sunday,4,Spring
2023-04-02 04:00:00,4067.8,5.4,4,Sunday,4,Spring
2023-04-02 05:00:00,3921.1,9.8,5,Sunday,4,Spring
2023-04-02 06:00:00,3505.7,5.5,6,Sunday,4,Spring
2023-04-02 07:00:00,3528.7,8.0,7,Sunday,4,Spring
2023-04-02 08:00:00,3557.1,7.8,8,Sunday,4,Spring
2023-04-02 09:00:00,3236.6,7.0,9,Sunday,4,Spring
2023-04-02 10:00:00,3401.9,5.5,10,Sunday,4,Spring
2023-04-02 11:00:00,3430.7,6.3,11,Sunday,4,Spring
2023-04-02 12:00:00,3690.7,3.3,12,Sunday,4,Spring
2023-04-02 13:00:00,3867.5,6.8,13,Sunday,4,Spring
2023-04-02 14:00:00,4053.0,7.0,14,Sunday,4,Spring
2023-04-02 15:00:00,4459.9,6.7,15,Sunday,4,Spring
2023-04-02 16:00:00,4944.6,2.0,16,Sunday,4,Spring
2023-04-02 17:00:00,5077.3,4.6,17,Sunday,4,Spring
2023-04-02 18:00:00,5596.0,5.4,18,Sunday,4,Spring
2023-04-02 19:00:00,5650.5,6.9,19,Sunday,4,Spring
2023-04-02 20:00:00,5874.2,6.9,20,Sunday,4,Spring
2023-04-02 21:00:00,6047.4,6.2,21,Sunday,4,Spring
2023-04-02 22:00:00,5976.7,7.4,22,Sunday,4,Spring
2023-04-02 23:00:00,5526.2,5.0,23,Sunday,4,Spring
2023-04-03 00:00:00,5094.1,7.4,0,Monday,4,Spring
2023-04-03 01:00:00,4920.3,7.2,1,Monday,4,Spring
2023-04-03 02:00:00,4525.2,7.0,2,Monday,4,Spring
2023-04-03 03:00:00,4470.4,6.2,3,Monday,4,Spring
2023-04-03 04:00:00,4227.7,9.2,4,Monday,4,Spring
2023-04-03 05:00:00,3843.4,7.2,5,Monday,4,Spring
2023-04-03 06:00:00,3630.3,5.0,6,Monday,4,Spring
2023-04-03 07:00:00,3532.6,6.8,7,Monday,4,Spring
2023-04-03 08:00:00,3368.9,7.6,8,Monday,4,Spring
2023-04-03 09:00:00,3365.3,5.6,9,Monday,4,Spring
2023-04-03 10:00:00,3584.9,8.1,10,Monday,4,Spring
2023-04-03 11:00:00,3487.6,7.0,11,Monday,4,Spring
2023-04-03 12:00:00,3640.7,2.9,12,Monday,4,Spring
2023-04-03 13:00:00,3825.8,6.9,13,Monday,4,Spring
2023-04-03 14:00:00,4220.8,5.8,14,Monday,4,Spring
2023-04-03 15:00:00,4412.4,7.2,15,Monday,4,Spring
2023-04-03 16:00:00,4682.3,7.9,16,Monday,4,Spring
2023-04-03 17:00:00,5301.7,6.7,17,Monday,4,Spring
2023-04-03 18:00:00,5726.3,8.9,18,Monday,4,Spring
2023-04-03 19:00:00,5786.1,6.2,19,Monday,4,Spring
2023-04-03 20:00:00,5771.6,7.4,20,Monday,4,Spring
2023-04-03 21:00:00,6164.1,7.6,21,Monday,4,Spring
2023-04-03 22:00:00,5698.2,6.3,22,Monday,4,Spring
2023-04-03 23:00:00,5619.2,7.6,23,Monday,4,Spring
2023-04-04 00:00:00,4910.4,5.5,0,Tuesday,4,Spring
2023-04-04 01:00:00,5060.0,5.8,1,Tuesday,4,Spring
2023-04-04 02:00:00,4556.6,4.4,2,Tuesday,4,Spring
2023-04-04 03:00:00,4510.9,6.7,3,Tuesday,4,Spring
2023-04-04 04:00:00,4162.5,6.9,4,Tuesday,4,Spring
2023-04-04 05:00:00,3817.1,8.2,5,Tuesday,4,Spring
2023-04-04 06:00:00,3657.6,7.6,6,Tuesday,4,Spring
2023-04-04 07:00:00,3590.6,6.0,7,Tuesday,4,Spring
2023-04-04 08:00:00,3435.3,4.6,8,Tuesday,4,Spring
2023-04-04 09:00:00,3440.4,7.0,9,Tuesday,4,Spring
2023-04-04 10:00:00,3595.5,8.1,10,Tuesday,4,Spring
2023-04-04 11:00:00,3392.0,7.5,11,Tuesday,4,Spring
2023-04-04 12:00:00,3844.8,8.0,12,Tuesday,4,Spring
2023-04-04 13:00:00,3922.0,6.1,13,Tuesday,4,Spring
2023-04-04 14:00:00,4074.7,5.7,14,Tuesday,4,Spring
2023-04-04 15:00:00,4310.5,5.3,15,Tuesday,4,Spring
2023-04-04 16:00:00,4765.1,6.3,16,Tuesday,4,Spring
2023-04-04 17:00:00,5281.6,6.3,17,Tuesday,4,Spring
2023-04-04 18:00:00,5545.1,6.7,18,Tuesday,4,Spring
2023-04-04 19:00:00,6132.3,6.2,19,Tuesday,4,Spring
2023-04-04 20:00:00,5869.0,6.2,20,Tuesday,4,Spring
2023-04-04 21:00:00,6046.4,5.2,21,Tuesday,4,Spring
2023-04-04 22:00:00,5649.2,7.8,22,Tuesday,4,Spring
2023-04-04 23:00:00,5593.3,6.5,23,Tuesday,4,Spring
2023-04-05 00:00:00,5310.2,6.1,0,Wednesday,4,Spring
2023-04-05 01:00:00,4926.2,5.2,1,Wednesday,4,Spring
2023-04-05 02:00:00,4418.8,4.3,2,Wednesday,4,Spring
2023-04-05 03:00:00,4478.1,8.3,3,Wednesday,4,Spring
2023-04-05 04:00:00,4231.1,7.2,4,Wednesday,4,Spring
2023-04-05 05:00:00,3973.1,3.9,5,Wednesday,4,Spring
2023-04-05 06:00:00,3831.7,7.5,6,Wednesday,4,Spring
2023-04-05 07:00:00,3455.7,7.7,7,Wednesday,4,Spring
2023-04-05 08:00:00,3505.0,6.5,8,Wednesday,4,Spring
2023-04-05 09:00:00,3512.4,8.7,9,Wednesday,4,Spring
2023-04-05 10:00:00,3293.1,6.7,10,Wednesday,4,Spring
2023-04-05 11:00:00,3579.2,4.2,11,Wednesday,4,Spring
2023-04-05 12:00:00,3670.3,6.9,12,Wednesday,4,Spring
2023-04-05 13:00:00,3926.8,6.7,13,Wednesday,4,Spring
2023-04-05 14:00:00,4229.2,5.4,14,Wednesday,4,Spring
2023-04-05 15:00:00,4430.3,7.2,15,Wednesday,4,Spring
2023-04-05 16:00:00,4734.5,3.8,16,Wednesday,4,Spring
2023-04-05 17:00:00,5197.3,7.8,17,Wednesday,4,Spring
2023-04-05 18:00:00,5443.4,5.0,18,Wednesday,4,Spring
2023-04-05 19:00:00,5782.4,4.9,19,Wednesday,4,Spring
2023-04-05 20:00:00,6200.0,6.2,20,Wednesday,4,Spring
2023-04-05 21:00:00,5909.1,7.0,21,Wednesday,4,Spring
2023-04-05 22:00:00,5963.7,6.6,22,Wednesday,4,Spring
2023-04-05 23:00:00,5640.0,5.2,23,Wednesday,4,Spring
2023-04-06 00:00:00,4999.8,5.5,0,Thursday,4,Spring
2023-04-06 01:00:00,4922.7,4.6,1,Thursday,4,Spring
2023-04-06 02:00:00,4895.9,6.0,2,Thursday,4,Spring
2023-04-06 03:00:00,4371.9,7.9,3,Thursday,4,Spring
2023-04-06 04:00:00,4160.9,6.3,4,Thursday,4,Spring
2023-04-06 05:00:00,4001.9,7.6,5,Thursday,4,Spring
2023-04-06 06:00:00,3811.7,8.5,6,Thursday,4,Spring
2023-04-06 07:00:00,3548.9,5.4,7,Thursday,4,Spring
2023-04-06 08:00:00,3414.6,6.0,8,Thursday,4,Spring
2023-04-06 09:00:00,3552.5,9.5,9,Thursday,4,Spring
2023-04-06 10:00:00,3617.1,8.5,10,Thursday,4,Spring
2023-04-06 11:00:00,3658.8,3.8,11,Thursday,4,Spring
2023-04-06 12:00:00,3746.7,6.9,12,Thursday,4,Spring
2023-04-06 13:00:00,3877.7,6.3,13,Thursday,4,Spring
2023-04-06 14:00:00,4129.6,7.5,14,Thursday,4,Spring
2023-04-06 15:00:00,4570.0,5.2,15,Thursday,4,Spring
2023-04-06 16:00:00,4894.5,5.0,16,Thursday,4,Spring
2023-04-06 17:00:00,5406.1,5.3,17,Thursday,4,Spring
2023-04-06 18:00:00,5719.5,5.4,18,Thursday,4,Spring
2023-04-06 19:00:00,5753.6,7.5,19,Thursday,4,Spring
2023-04-06 20:00:00,6200.0,4.5,20,Thursday,4,Spring
2023-04-06 21:00:00,5966.4,5.4,21,Thursday,4,Spring
2023-04-06 22:00:00,5843.4,3.6,22,Thursday,4,Spring
2023-04-06 23:00:00,5643.0,7.8,23,Thursday,4,Spring
2023-04-07 00:00:00,5517.5,8.2,0,Friday,4,Spring
2023-04-07 01:00:00,5427.9,5.8,1,Friday,4,Spring
2023-04-07 02:00:00,4853.8,5.8,2,Friday,4,Spring
2023-04-07 03:00:00,4487.0,6.9,3,Friday,4,Spring
2023-04-07 04:00:00,4290.5,8.5,4,Friday,4,Spring
2023-04-07 05:00:00,4067.3,6.9,5,Friday,4,Spring
2023-04-07 06:00:00,3729.8,5.2,6,Friday,4,Spring
2023-04-07 07:00:00,3753.2,3.8,7,Friday,4,Spring
2023-04-07 08:00:00,3506.4,4.6,8,Friday,4,Spring
2023-04-07 09:00:00,3493.2,6.4,9,Friday,4,Spring
2023-04-07 10:00:00,3544.4,5.3,10,Friday,4,Spring
2023-04-07 11:00:00,3629.8,6.5,11,Friday,4,Spring
2023-04-07 12:00:00,3839.1,5.4,12,Friday,4,Spring
2023-04-07 13:00:00,3919.0,4.7,13,Friday,4,Spring
2023-04-07 14:00:00,4182.2,4.5,14,Friday,4,Spring
2023-04-07 15:00:00,4412.2,8.6,15,Friday,4,Spring
2023-04-07 16:00:00,4925.2,7.6,16,Friday,4,Spring
2023-04-07 17:00:00,5355.4,8.8,17,Friday,4,Spring
2023-04-07 18:00:00,5725.1,7.1,18,Friday,4,Spring
2023-04-07 19:00:00,6200.0,5.6,19,Friday,4,Spring
2023-04-07 20:00:00,6195.9,8.2,20,Friday,4,Spring
2023-04-07 21:00:00,6200.0,6.2,21,Friday,4,Spring
2023-04-07 22:00:00,5772.0,6.6,22,Friday,4,Spring
2023-04-07 23:00:00,5585.5,6.2,23,Friday,4,Spring
2023-04-08 00:00:00,5377.1,1.8,0,Saturday,4,Spring
2023-04-08 01:00:00,5172.5,8.6,1,Saturday,4,Spring
2023-04-08 02:00:00,4773.2,6.9,2,Saturday,4,Spring
2023-04-08 03:00:00,4525.2,6.7,3,Saturday,4,Spring
2023-04-08 04:00:00,4096.5,6.1,4,Saturday,4,Spring
2023-04-08 05:00:00,3965.9,6.5,5,Saturday,4,Spring
2023-04-08 06:00:00,3865.5,5.3,6,Saturday,4,Spring
2023-04-08 07:00:00,3664.3,7.1,7,Saturday,4,Spring
2023-04-08 08:00:00,3550.0,4.2,8,Saturday,4,Spring
2023-04-08 09:00:00,3474.2,6.5,9,Saturday,4,Spring
2023-04-08 10:00:00,3506.8,7.0,10,Saturday,4,Spring
2023-04-08 11:00:00,3552.8,5.9,11,Saturday,4,Spring
2023-04-08 12:00:00,3847.7,6.8,12,Saturday,4,Spring
2023-04-08 13:00:00,4045.2,4.7,13,Saturday,4,Spring
2023-04-08 14:00:00,4318.0,4.8,14,Saturday,4,Spring
2023-04-08 15:00:00,4502.8,6.6,15,Saturday,4,Spring
2023-04-08 16:00:00,4635.6,7.2,16,Saturday,4,Spring
2023-04-08 17:00:00,5427.9,3.4,17,Saturday,4,Spring
2023-04-08 18:00:00,5624.4,7.0,18,Saturday,4,Spring
2023-04-08 19:00:00,5916.4,5.4,19,Saturday,4,Spring
2023-04-08 20:00:00,6200.0,5.9,20,Saturday,4,Spring
2023-04-08 21:00:00,6128.7,4.2,21,Saturday,4,Spring
2023-04-08 22:00:00,6125.9,4.9,22,Saturday,4,Spring
2023-04-08 23:00:00,5759.7,7.7,23,Saturday,4,Spring
2023-04-09 00:00:00,5405.7,6.2,0,Sunday,4,Spring
2023-04-09 01:00:00,4919.5,5.6,1,Sunday,4,Spring
2023-04-09 02:00:00,4982.1,6.0,2,Sunday,4,Spring
2023-04-09 03:00:00,4588.6,6.9,3,Sunday,4,Spring
2023-04-09 04:00:00,4242.5,6.8,4,Sunday,4,Spring
2023-04-09 05:00:00,4038.5,6.1,5,Sunday,4,Spring
2023-04-09 06:00:00,3633.8,7.8,6,Sunday,4,Spring
2023-04-09 07:00:00,3669.8,7.6,7,Sunday,4,Spring
2023-04-09 08:00:00,3435.1,6.8,8,Sunday,4,Spring
2023-04-09 09:00:00,3371.4,6.3,9,Sunday,4,Spring
2023-04-09 10:00:00,3391.7,7.2,10,Sunday,4,Spring
2023-04-09 11:00:00,3733.8,6.6,11,Sunday,4,Spring
2023-04-09 12:00:00,3743.0,7.8,12,Sunday,4,Spring
2023-04-09 13:00:00,4179.9,7.5,13,Sunday,4,Spring
2023-04-09 14:00:00,4232.1,4.6,14,Sunday,4,Spring
2023-04-09 15:00:00,4392.6,4.5,15,Sunday,4,Spring
2023-04-09 16:00:00,4789.4,5.1,16,Sunday,4,Spring
2023-04-09 17:00:00,5476.9,7.6,17,Sunday,4,Spring
2023-04-09 18:00:00,5702.2,3.8,18,Sunday,4,Spring
2023-04-09 19:00:00,5997.5,6.8,19,Sunday,4,Spring
2023-04-09 20:00:00,6200.0,6.7,20,Sunday,4,Spring
2023-04-09 21:00:00,6200.0,7.9,21,Sunday,4,Spring
2023-04-09 22:00:00,6169.0,6.4,22,Sunday,4,Spring
2023-04-09 23:00:00,5910.7,4.2,23,Sunday,4,Spring
2023-04-10 00:00:00,5296.4,4.7,0,Monday,4,Spring
2023-04-10 01:00:00,4952.0,4.4,1,Monday,4,Spring
2023-04-10 02:00:00,4812.2,5.3,2,Monday,4,Spring
2023-04-10 03:00:00,4614.0,5.9,3,Monday,4,Spring
2023-04-10 04:00:00,4202.1,4.4,4,Monday,4,Spring
2023-04-10 05:00:00,3949.7,8.3,5,Monday,4,Spring
2023-04-10 06:00:00,3856.7,4.1,6,Monday,4,Spring
2023-04-10 07:00:00,3648.5,8.2,7,Monday,4,Spring
2023-04-10 08:00:00,3548.4,7.9,8,Monday,4,Spring
2023-04-10 09:00:00,3442.3,7.5,9,Monday,4,Spring
2023-04-10 10:00:00,3525.1,5.1,10,Monday,4,Spring
2023-04-10 11:00:00,3568.5,6.6,11,Monday,4,Spring
2023-04-10 12:00:00,3909.1,4.2,12,Monday,4,Spring
2023-04-10 13:00:00,4152.8,7.5,13,Monday,4,Spring
2023-04-10 14:00:00,4114.3,6.0,14,Monday,4,Spring
2023-04-10 15:00:00,4506.8,5.5,15,Monday,4,Spring
2023-04-10 16:00:00,4769.0,4.3,16,Monday,4,Spring
2023-04-10 17:00:00,5255.5,2.4,17,Monday,4,Spring
2023-04-10 18:00:00,5744.4,4.6,18,Monday,4,Spring
2023-04-10 19:00:00,5893.1,7.8,19,Monday,4,Spring
2023-04-10 20:00:00,6156.7,5.5,20,Monday,4,Spring
2023-04-10 21:00:00,6101.7,5.9,21,Monday,4,Spring
2023-04-10 22:00:00,6066.0,7.1,22,Monday,4,Spring
2023-04-10 23:00:00,5745.8,8.8,23,Monday,4,Spring
2023-04-11 00:00:00,5276.9,8.1,0,Tuesday,4,Spring
2023-04-11 01:00:00,5172.7,4.6,1,Tuesday,4,Spring
2023-04-11 02:00:00,4822.4,3.2,2,Tuesday,4,Spring
2023-04-11 03:00:00,4578.1,9.6,3,Tuesday,4,Spring
2023-04-11 04:00:00,4510.7,9.5,4,Tuesday,4,Spring
2023-04-11 05:00:00,4205.1,6.4,5,Tuesday,4,Spring
2023-04-11 06:00:00,3719.9,4.2,6,Tuesday,4,Spring
2023-04-11 07:00:00,3749.2,7.6,7,Tuesday,4,Spring
2023-04-11 08:00:00,3637.3,5.9,8,Tuesday,4,Spring
2023-04-11 09:00:00,3426.9,5.9,9,Tuesday,4,Spring
2023-04-11 10:00:00,3638.0,7.4,10,Tuesday,4,Spring
2023-04-11 11:00:00,3814.3,6.6,11,Tuesday,4,Spring
2023-04-11 12:00:00,3737.2,4.3,12,Tuesday,4,Spring
2023-04-11 13:00:00,3976.9,5.6,13,Tuesday,4,Spring
2023-04-11 14:00:00,4447.5,7.1,14,Tuesday,4,Spring
2023-04-11 15:00:00,4670.9,6.9,15,Tuesday,4,Spring
2023-04-11 16:00:00,5050.3,6.5,16,Tuesday,4,Spring
2023-04-11 17:00:00,5417.4,7.5,17,Tuesday,4,Spring
2023-04-11 18:00:00,5844.6,5.6,18,Tuesday,4,Spring
2023-04-11 19:00:00,5944.5,6.4,19,Tuesday,4,Spring
2023-04-11 20:00:00,6200.0,1.0,20,Tuesday,4,Spring
2023-04-11 21:00:00,6200.0,5.4,21,Tuesday,4,Spring
2023-04-11 22:00:00,6033.1,7.3,22,Tuesday,4,Spring
2023-04-11 23:00:00,5761.1,5.5,23,Tuesday,4,Spring
2023-04-12 00:00:00,5196.3,5.4,0,Wednesday,4,Spring
2023-04-12 01:00:00,5244.5,4.5,1,Wednesday,4,Spring
2023-04-12 02:00:00,4986.1,7.6,2,Wednesday,4,Spring
2023-04-12 03:00:00,4627.2,6.9,3,Wednesday,4,Spring
2023-04-12 04:00:00,4475.4,7.3,4,Wednesday,4,Spring
2023-04-12 05:00:00,4056.7,3.5,5,Wednesday,4,Spring
2023-04-12 06:00:00,3920.3,5.8,6,Wednesday,4,Spring
2023-04-12 07:00:00,3598.8,5.7,7,Wednesday,4,Spring
2023-04-12 08:00:00,3582.3,5.7,8,Wednesday,4,Spring
2023-04-12 09:00:00,3531.9,5.2,9,Wednesday,4,Spring
2023-04-12 10:00:00,3604.6,5.6,10,Wednesday,4,Spring
2023-04-12 11:00:00,3658.9,7.4,11,Wednesday,4,Spring
2023-04-12 12:00:00,3853.3,3.2,12,Wednesday,4,Spring
2023-04-12 13:00:00,4176.9,8.7,13,Wednesday,4,Spring
2023-04-12 14:00:00,4313.1,6.8,14,Wednesday,4,Spring
2023-04-12 15:00:00,4477.2,6.0,15,Wednesday,4,Spring
2023-04-12 16:00:00,5227.8,7.4,16,Wednesday,4,Spring
2023-04-12 17:00:00,5587.4,3.9,17,Wednesday,4,Spring
2023-04-12 18:00:00,5631.5,5.1,18,Wednesday,4,Spring
2023-04-12 19:00:00,6200.0,5.9,19,Wednesday,4,Spring
2023-04-12 20:00:00,6200.0,8.1,20,Wednesday,4,Spring
2023-04-12 21:00:00,6200.0,6.0,21,Wednesday,4,Spring
2023-04-12 22:00:00,6145.8,6.8,22,Wednesday,4,Spring
2023-04-12 23:00:00,5764.8,5.2,23,Wednesday,4,Spring
2023-04-13 00:00:00,5325.7,6.8,0,Thursday,4,Spring
2023-04-13 01:00:00,5115.9,8.6,1,Thursday,4,Spring
2023-04-13 02:00:00,4829.0,7.6,2,Thursday,4,Spring
2023-04-13 03:00:00,4562.4,5.9,3,Thursday,4,Spring
2023-04-13 04:00:00,4369.1,7.1,4,Thursday,4,Spring
2023-04-13 05:00:00,4039.3,6.9,5,Thursday,4,Spring
2023-04-13 06:00:00,3952.8,6.8,6,Thursday,4,Spring
2023-04-13 07:00:00,3850.9,7.7,7,Thursday,4,Spring
2023-04-13 08:00:00,3551.4,7.7,8,Thursday,4,Spring
2023-04-13 09:00:00,3587.7,5.9,9,Thursday,4,Spring
2023-04-13 10:00:00,3648.6,7.0,10,Thursday,4,Spring
2023-04-13 11:00:00,3756.7,5.5,11,Thursday,4,Spring
2023-04-13 12:00:00,3894.1,4.7,12,Thursday,4,Spring
2023-04-13 13:00:00,4190.8,5.7,13,Thursday,4,Spring
2023-04-13 14:00:00,4437.0,5.9,14,Thursday,4,Spring
2023-04-13 15:00:00,4544.5,3.6,15,Thursday,4,Spring
2023-04-13 16:00:00,5145.0,7.3,16,Thursday,4,Spring
2023-04-13 17:00:00,5550.3,1.9,17,Thursday,4,Spring
2023-04-13 18:00:00,5739.2,10.1,18,Thursday,4,Spring
2023-04-13 19:00:00,6200.0,8.3,19,Thursday,4,Spring
2023-04-13 20:00:00,6200.0,5.7,20,Thursday,4,Spring
2023-04-13 21:00:00,6200.0,6.1,21,Thursday,4,Spring
2023-04-13 22:00:00,6200.0,6.5,22,Thursday,4,Spring
2023-04-13 23:00:00,6174.4,5.2,23,Thursday,4,Spring
2023-04-14 00:00:00,5353.6,6.3,0,Friday,4,Spring
2023-04-14 01:00:00,5052.7,5.8,1,Friday,4,Spring
2023-04-14 02:00:00,5006.1,5.9,2,Friday,4,Spring
2023-04-14 03:00:00,4768.5,6.3,3,Friday,4,Spring
2023-04-14 04:00:00,4374.3,4.1,4,Friday,4,Spring
2023-04-14 05:00:00,4284.9,6.1,5,Friday,4,Spring
2023-04-14 06:00:00,3776.4,6.3,6,Friday,4,Spring
2023-04-14 07:00:00,3797.2,6.2,7,Friday,4,Spring
2023-04-14 08:00:00,3567.9,5.7,8,Friday,4,Spring
2023-04-14 09:00:00,3739.4,7.7,9,Friday,4,Spring
2023-04-14 10:00:00,3803.2,5.5,10,Friday,4,Spring
2023-04-14 11:00:00,3661.0,6.4,11,Friday,4,Spring
2023-04-14 12:00:00,3853.7,8.0,12,Friday,4,Spring
2023-04-14 13:00:00,4225.1,5.9,13,Friday,4,Spring
2023-04-14 14:00:00,4364.7,6.4,14,Friday,4,Spring
2023-04-14 15:00:00,4709.2,5.9,15,Friday,4,Spring
2023-04-14 16:00:00,5065.5,7.9,16,Friday,4,Spring
2023-04-14 17:00:00,5196.7,5.7,17,Friday,4,Spring
2023-04-14 18:00:00,5879.8,8.0,18,Friday,4,Spring
2023-04-14 19:00:00,6140.2,5.9,19,Friday,4,Spring
2023-04-14 20:00:00,6200.0,4.8,20,Friday,4,Spring
2023-04-14 21:00:00,6200.0,7.1,21,Friday,4,Spring
2023-04-14 22:00:00,5972.5,5.6,22,Friday,4,Spring
2023-04-14 23:00:00,5980.0,7.0,23,Friday,4,Spring
2023-04-15 00:00:00,5451.3,1.9,0,Saturday,4,Spring
2023-04-15 01:00:00,5224.0,6.0,1,Saturday,4,Spring
2023-04-15 02:00:00,5093.1,5.3,2,Saturday,4,Spring
2023-04-15 03:00:00,4748.6,4.4,3,Saturday,4,Spring
2023-04-15 04:00:00,4485.8,5.2,4,Saturday,4,Spring
2023-04-15 05:00:00,4256.9,5.2,5,Saturday,4,Spring
2023-04-15 06:00:00,3895.1,6.0,6,Saturday,4,Spring
2023-04-15 07:00:00,3694.6,4.0,7,Saturday,4,Spring
2023-04-15 08:00:00,3542.9,6.5,8,Saturday,4,Spring
2023-04-15 09:00:00,3529.7,8.1,9,Saturday,4,Spring
2023-04-15 10:00:00,3910.2,6.4,10,Saturday,4,Spring
2023-04-15 11:00:00,3868.9,7.2,11,Saturday,4,Spring
2023-04-15 12:00:00,3795.2,7.7,12,Saturday,4,Spring
2023-04-15 13:00:00,4020.4,7.9,13,Saturday,4,Spring
2023-04-15 14:00:00,4483.8,8.8,14,Saturday,4,Spring
2023-04-15 15:00:00,4804.1,5.3,15,Saturday,4,Spring
2023-04-15 16:00:00,5158.7,4.9,16,Saturday,4,Spring
2023-04-15 17:00:00,5452.3,7.2,17,Saturday,4,Spring
2023-04-15 18:00:00,5894.1,7.1,18,Saturday,4,Spring
2023-04-15 19:00:00,6200.0,7.2,19,Saturday,4,Spring
2023-04-15 20:00:00,6200.0,8.9,20,Saturday,4,Spring
2023-04-15 21:00:00,6072.0,6.0,21,Saturday,4,Spring
2023-04-15 22:00:00,6162.9,6.7,22,Saturday,4,Spring
2023-04-15 23:00:00,5766.2,4.6,23,Saturday,4,Spring
2023-04-16 00:00:00,5542.1,9.2,0,Sunday,4,Spring
2023-04-16 01:00:00,5682.7,5.5,1,Sunday,4,Spring
2023-04-16 02:00:00,5066.4,5.6,2,Sunday,4,Spring
2023-04-16 03:00:00,4695.8,5.5,3,Sunday,4,Spring
2023-04-16 04:00:00,4548.0,5.0,4,Sunday,4,Spring
2023-04-16 05:00:00,4228.3,4.9,5,Sunday,4,Spring
2023-04-16 06:00:00,3989.4,5.2,6,Sunday,4,Spring
2023-04-16 07:00:00,3828.7,4.0,7,Sunday,4,Spring
2023-04-16 08:00:00,3848.8,4.8,8,Sunday,4,Spring
2023-04-16 09:00:00,3520.3,8.9,9,Sunday,4,Spring
2023-04-16 10:00:00,3703.9,7.1,10,Sunday,4,Spring
2023-04-16 11:00:00,3684.2,7.4,11,Sunday,4,Spring
2023-04-16 12:00:00,4003.0,7.8,12,Sunday,4,Spring
2023-04-16 13:00:00,4083.4,8.8,13,Sunday,4,Spring
2023-04-16 14:00:00,4406.9,3.4,14,Sunday,4,Spring
2023-04-16 15:00:00,4728.6,4.2,15,Sunday,4,Spring
2023-04-16 16:00:00,5240.0,4.8,16,Sunday,4,Spring
2023-04-16 17:00:00,5642.3,5.3,17,Sunday,4,Spring
2023-04-16 18:00:00,5758.2,5.6,18,Sunday,4,Spring
2023-04-16 19:00:00,6200.0,5.3,19,Sunday,4,Spring
2023-04-16 20:00:00,6200.0,6.3,20,Sunday,4,Spring
2023-04-16 21:00:00,6200.0,6.1,21,Sunday,4,Spring
2023-04-16 22:00:00,6196.8,4.9,22,Sunday,4,Spring
2023-04-16 23:00:00,5876.4,2.8,23,Sunday,4,Spring
2023-04-17 00:00:00,5882.6,4.5,0,Monday,4,Spring
2023-04-17 01:00:00,5372.6,5.2,1,Monday,4,Spring
2023-04-17 02:00:00,4872.1,5.6,2,Monday,4,Spring
2023-04-17 03:00:00,4689.9,4.3,3,Monday,4,Spring
2023-04-17 04:00:00,4582.4,5.3,4,Monday,4,Spring
2023-04-17 05:00:00,4418.4,4.3,5,Monday,4,Spring
2023-04-17 06:00:00,3810.7,5.8,6,Monday,4,Spring
2023-04-17 07:00:00,3612.6,4.4,7,Monday,4,Spring
2023-04-17 08:00:00,3851.3,4.7,8,Monday,4,Spring
2023-04-17 09:00:00,3676.7,4.0,9,Monday,4,Spring
2023-04-17 10:00:00,3599.4,5.8,10,Monday,4,Spring
2023-04-17 11:00:00,3841.4,4.7,11,Monday,4,Spring
2023-04-17 12:00:00,3706.8,7.4,12,Monday,4,Spring
2023-04-17 13:00:00,4201.1,6.6,13,Monday,4,Spring
2023-04-17 14:00:00,4512.8,5.9,14,Monday,4,Spring
2023-04-17 15:00:00,4898.7,4.8,15,Monday,4,Spring
2023-04-17 16:00:00,5011.0,6.6,16,Monday,4,Spring
2023-04-17 17:00:00,5555.7,7.0,17,Monday,4,Spring
2023-04-17 18:00:00,5835.4,6.2,18,Monday,4,Spring
